#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"RazerIngameEngine","2","202","100077568","10625024","3563520","15352","C:\Program Files (x86)\Razer\InGameEngine\32bit\RazerIngameEngine.exe","Razer, Inc.","67.71875","1.0.12.10203","1.0.12.10203","RazerIngameEngine","","Process","8",,"False",,"4536","Microsoft.Win32.SafeHandles.SafeProcessHandle","202","2604",".","0","","System.Diagnostics.ProcessModule (RazerIngameEngine.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15352","15352","3563520","3563520","184816","184816","3903488","3903488","11456512","11456512","108294144","108294144","True","Normal","3563520","3563520","00:00:51.3437500","RazerIngameEngine","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:47",,"System.Diagnostics.ProcessThreadCollection","00:01:07.7187500","00:00:16.3750000","100077568","100077568","False",,,,"10625024","10625024",,
"Registry","0","0","146919424","22036480","1982464","18088",,,"3.59375",,,,,"Process","8",,,,,,"0","128",".","0","",,,,,"18088","18088","1982464","1982464","291176","291176","229531648","229531648","229036032","229036032","230821888","230821888",,,"1982464","1982464","00:00:03.5937500","Registry",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:02",,"System.Diagnostics.ProcessThreadCollection","00:00:03.5937500","00:00:00","146919424","146919424","False",,,,"22036480","22036480",,
"rundll32","2","116","2203415175168","8556544","2486272","8832","C:\WINDOWS\system32\rundll32.exe","Microsoft Corporation","0.0625","10.0.17134.641 (WinBuild.160101.0800)","10.0.17134.641","Processus h?te Windows (Rundll32)","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"1776","Microsoft.Win32.SafeHandles.SafeProcessHandle","116","5220",".","0","","System.Diagnostics.ProcessModule (rundll32.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","2486272","2486272","120432","120432","2854912","2854912","9265152","9265152","99590144","2203417812992","True","Normal","2486272","2486272","00:00:00.0156250","rundll32","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 18:58:09",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0625000","00:00:00.0468750","96952320","2203415175168","False",,,,"8556544","8556544",,
"RuntimeBroker","2","327","2203488960512","24989696","7917568","16960","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.953125","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4988","Microsoft.Win32.SafeHandles.SafeProcessHandle","327","3132",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16960","16960","7917568","7917568","263824","263824","9170944","9170944","28368896","28368896","184639488","2203502862336","True","Normal","7917568","7917568","00:00:00.5781250","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:02:36",,"System.Diagnostics.ProcessThreadCollection","00:00:00.9531250","00:00:00.3750000","170737664","2203488960512","False",,,,"24989696","24989696",,
"RuntimeBroker","2","198","2203454025728","13500416","2621440","10600","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.046875","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4752","Microsoft.Win32.SafeHandles.SafeProcessHandle","198","3412",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10600","10600","2621440","2621440","193888","193888","3018752","3018752","16130048","16130048","140464128","2203458686976","True","Normal","2621440","2621440","00:00:00.0312500","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:24",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","135802880","2203454025728","False",,,,"13500416","13500416",,
"RuntimeBroker","2","370","2203503222784","29167616","11157504","17856","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.65625","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3152","Microsoft.Win32.SafeHandles.SafeProcessHandle","370","5780",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17856","17856","11157504","11157504","282768","282768","13004800","13004800","34140160","34140160","205467648","2203523690496","True","Normal","11157504","11157504","00:00:00.4375000","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:02:25",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6562500","00:00:00.2187500","184999936","2203503222784","False",,,,"29167616","29167616",,
"RuntimeBroker","2","432","2203490938880","19492864","5136384","19016","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","6.359375","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4676","Microsoft.Win32.SafeHandles.SafeProcessHandle","432","7708",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19016","19016","5136384","5136384","271576","271576","7618560","7618560","27095040","27095040","213852160","2203532075008","True","Normal","5136384","5136384","00:00:04.2968750","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:16",,"System.Diagnostics.ProcessThreadCollection","00:00:06.3593750","00:00:02.0625000","172716032","2203490938880","False",,,,"19492864","19492864",,
"RuntimeBroker","2","428","2203488772096","18980864","6811648","22240","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","2","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"3076","Microsoft.Win32.SafeHandles.SafeProcessHandle","428","7976",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22240","22240","6811648","6811648","244664","244664","7794688","7794688","25677824","25677824","185212928","2203503435776","True","Normal","6811648","6811648","00:00:01.1093750","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:14",,"System.Diagnostics.ProcessThreadCollection","00:00:02","00:00:00.8906250","170549248","2203488772096","False",,,,"18980864","18980864",,
"RuntimeBroker","2","142","2203408171008","7147520","1916928","7904","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.09375","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5032","Microsoft.Win32.SafeHandles.SafeProcessHandle","142","10152",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7904","7904","1916928","1916928","108880","108880","2957312","2957312","13172736","13172736","118845440","2203437068288","True","Normal","1916928","1916928","00:00:00.0937500","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:02:57",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00","89948160","2203408171008","False",,,,"7147520","7147520",,
"RuntimeBroker","2","328","2203483799552","20279296","6152192","16640","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.59375","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"676","Microsoft.Win32.SafeHandles.SafeProcessHandle","328","13852",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16640","16640","6152192","6152192","251160","251160","8704000","8704000","29863936","29863936","209936384","2203528159232","True","Normal","6152192","6152192","00:00:00.3281250","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5937500","00:00:00.2656250","165576704","2203483799552","False",,,,"20279296","20279296",,
"RuntimeBroker","2","282","2203471020032","20746240","5652480","15360","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.265625","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5104","Microsoft.Win32.SafeHandles.SafeProcessHandle","282","13932",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15360","15360","5652480","5652480","224864","224864","7430144","7430144","22048768","22048768","155418624","2203473641472","True","Normal","5652480","5652480","00:00:00.2187500","RuntimeBroker","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:44:01",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2656250","00:00:00.0468750","152797184","2203471020032","False",,,,"20746240","20746240",,
"rzcefrenderprocess","2","281","362545152","18452480","18862080","21696","C:\Users\White-Hat-Gamer\AppData\Local\razer\InGameEngine\cache\RzSynapse\RzCefRenderProcess.exe","Razer, Inc.","0.765625","1.0.12.10203","1.0.12.10203","Razer Chromium Render Process","","Process","8",,"False",,"4872","Microsoft.Win32.SafeHandles.SafeProcessHandle","281","5892",".","0","","System.Diagnostics.ProcessModule (RzCefRenderProcess.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21696","21696","18862080","18862080","444952","444952","19181568","19181568","24211456","24211456","369098752","369098752","True","Normal","18862080","18862080","00:00:00.3906250","rzcefrenderprocess","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:48",,"System.Diagnostics.ProcessThreadCollection","00:00:00.7656250","00:00:00.3750000","362545152","362545152","False",,,,"18452480","18452480",,
"RzSDKServer","0","137","44724224","5189632","1929216","11248","C:\Program Files (x86)\Razer Chroma SDK\bin\RzSDKServer.exe","Razer Inc.","0.078125","1.1.3.7","2.10.0.0","Razer Chroma SDK REST Server","Razer Chroma SDK REST Server","Process","8",,"False",,"3288","Microsoft.Win32.SafeHandles.SafeProcessHandle","137","3724",".","0","","System.Diagnostics.ProcessModule (RzSDKServer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11248","11248","1929216","1929216","76536","76536","2445312","2445312","7913472","7913472","52588544","52588544","True","Normal","1929216","1929216","00:00:00.0625000","RzSDKServer","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0156250","44724224","44724224","False",,,,"5189632","5189632",,
"RzSDKService","0","190","62033920","6475776","4194304","16432","C:\Program Files (x86)\Razer Chroma SDK\bin\RzSDKService.exe","Razer Inc.","178.984375","2.0.5.9","2.10.0.0","Razer Chroma SDK Service","Razer Chroma SDK Service","Process","8",,"False",,"4748","Microsoft.Win32.SafeHandles.SafeProcessHandle","190","4132",".","0","","System.Diagnostics.ProcessModule (RzSDKService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16432","16432","4194304","4194304","78336","78336","4263936","4263936","9314304","9314304","65966080","65966080","True","Normal","4194304","4194304","00:02:30.5625000","RzSDKService","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:02:58.9843750","00:00:28.4218750","62033920","62033920","False",,,,"6475776","6475776",,
"RzSynapse","2","1133","862756864","88756224","123867136","89720","C:\Program Files (x86)\Razer\Synapse\RzSynapse.exe","Razer Inc.","72.390625","2.21.20.606","2.21.20.606","Razer Synapse","Razer Synapse","Process","8",,"False",,"3760","Microsoft.Win32.SafeHandles.SafeProcessHandle","1133","11644",".","0","","System.Diagnostics.ProcessModule (RzSynapse.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","89720","89720","123867136","123867136","1026712","1026712","124829696","124829696","162934784","162934784","885518336","885518336","True","Normal","123867136","123867136","00:01:03.2812500","RzSynapse","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:30",,"System.Diagnostics.ProcessThreadCollection","00:01:12.3906250","00:00:09.1093750","862756864","862756864","False",,,,"88756224","88756224",,
"SearchFilterHost","0","113","2203388276736","6369280","1499136","7744","C:\WINDOWS\system32\SearchFilterHost.exe","Microsoft Corporation","0","7.0.17134.471 (WinBuild.160101.0800)","7.0.17134.471","Microsoft Windows Search Filter Host","Windows? Search","Process","4",,"False",,"5112","Microsoft.Win32.SafeHandles.SafeProcessHandle","113","13920",".","0","","System.Diagnostics.ProcessModule (SearchFilterHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","7744","7744","1499136","1499136","83296","83296","1658880","1658880","6418432","6418432","71630848","2203389853696","True","Idle","1499136","1499136","00:00:00","SearchFilterHost","255","True","0","System.Diagnostics.ProcessStartInfo","03/03/2019 19:43:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","70053888","2203388276736","False",,,,"6369280","6369280",,
"SearchIndexer","0","849","2203662733312","45940736","49348608","76528","C:\WINDOWS\system32\SearchIndexer.exe","Microsoft Corporation","10.53125","7.0.17134.1 (WinBuild.160101.0800)","7.0.17134.1","Microsoft Windows Search Indexer","Windows? Search","Process","8",,"False",,"3124","Microsoft.Win32.SafeHandles.SafeProcessHandle","849","4124",".","0","","System.Diagnostics.ProcessModule (SearchIndexer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","76528","76528","49348608","49348608","331104","331104","65298432","65298432","63143936","63143936","375574528","2203693797376","True","Normal","49348608","49348608","00:00:04.4218750","SearchIndexer","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:10.5312500","00:00:06.1093750","344510464","2203662733312","False",,,,"45940736","45940736",,
"SearchProtocolHost","2","265","2203424747520","8015872","1916928","9784","C:\WINDOWS\system32\SearchProtocolHost.exe","Microsoft Corporation","0.046875","7.0.17134.471 (WinBuild.160101.0800)","7.0.17134.471","Microsoft Windows Search Protocol Host","Windows? Search","Process","4",,"False",,"4620","Microsoft.Win32.SafeHandles.SafeProcessHandle","265","12592",".","0","","System.Diagnostics.ProcessModule (SearchProtocolHost.exe)","33554432","204800","System.Diagnostics.ProcessModuleCollection","9784","9784","1916928","1916928","143952","143952","2023424","2023424","8048640","8048640","107573248","2203425796096","True","Idle","1916928","1916928","00:00:00.0156250","SearchProtocolHost","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 19:43:26",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0312500","106524672","2203424747520","False",,,,"8015872","8015872",,
"SearchUI","2","1208","2238759206912","164274176","112386048","82992","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","6.90625","10.0.17134.590 (WinBuild.160101.0800)","10.0.17134.590","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"4764","Microsoft.Win32.SafeHandles.SafeProcessHandle","1208","11244",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","82992","82992","112386048","112386048","907440","907440","126754816","126754816","180080640","180080640","1095901184","2238773862400","True","Normal","112386048","112386048","00:00:02.3437500","SearchUI","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:13",,"System.Diagnostics.ProcessThreadCollection","00:00:06.9062500","00:00:04.5625000","1081245696","2238759206912","False",,,,"164274176","164274176",,
"Secure System","0","0","2158592","22425600","163840","272",,,"0",,,,,"Process","8",,,,,,"0","72",".","0","",,,,,"272","272","163840","163840","8440","8440","163840","163840","86016","86016","2158592","2158592",,,"163840","163840","00:00:00","Secure System",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:02",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","2158592","2158592","False",,,,"22425600","22425600",,
"SecurityHealthService","0","395","2203449868288","12288000","4763648","17264",,,"0.484375",,,,,"Process","8",,,,,,"395","4156",".","0","",,,,,"17264","17264","4763648","4763648","201488","201488","4976640","4976640","16125952","16125952","136241152","2203454464000",,,"4763648","4763648","00:00:00.2968750","SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4843750","00:00:00.1875000","131645440","2203449868288","False",,,,"12288000","12288000",,
"sedsvc","0","316","2203448012800","10592256","4509696","16544","C:\Program Files\rempl\sedsvc.exe","Microsoft Corporation","25.953125","10.0.17134.10007 (WinBuild.160101.0800)","10.0.17134.10007","sedsvc","Microsoft? Windows? Operating System","Process","8",,"False",,"4744","Microsoft.Win32.SafeHandles.SafeProcessHandle","316","10072",".","0","","System.Diagnostics.ProcessModule (sedsvc.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16544","16544","4509696","4509696","212152","212152","5025792","5025792","16330752","16330752","131964928","2203450187776","True","Normal","4509696","4509696","00:00:24.7031250","sedsvc","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:11:22",,"System.Diagnostics.ProcessThreadCollection","00:00:25.9531250","00:00:01.2500000","129789952","2203448012800","False",,,,"10592256","10592256",,
"services","0","760","2203403399168","15114240","5898240","11904",,,"40.8125",,,,,"Process","9",,,,,,"760","948",".","0","",,,,,"11904","11904","5898240","5898240","170504","170504","9154560","9154560","16777216","16777216","95436800","2203413659648",,,"5898240","5898240","00:00:29.0625000","services",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:40.8125000","00:00:11.7500000","85176320","2203403399168","False",,,,"15114240","15114240",,
"SgrmBroker","0","56","2203636092928","4812800","5165056","3936",,,"4.390625",,,,,"Process","8",,,,,,"56","11732",".","0","",,,,,"3936","3936","5165056","5165056","28176","28176","5263360","5263360","6578176","6578176","320270336","2203638493184",,,"5165056","5165056","00:00:04.2656250","SgrmBroker",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:11:23",,"System.Diagnostics.ProcessThreadCollection","00:00:04.3906250","00:00:00.1250000","317870080","2203636092928","False",,,,"4812800","4812800",,
"ShellExperienceHost","2","1079","2203934072832","62943232","63827968","44816","C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","Microsoft Corporation","3","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Windows Shell Experience Host","Microsoft? Windows? Operating System","Process","8",,"False",,"864","Microsoft.Win32.SafeHandles.SafeProcessHandle","1079","8404",".","0","","System.Diagnostics.ProcessModule (ShellExperienceHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","44816","44816","63827968","63827968","1097336","1097336","65093632","65093632","110891008","110891008","623190016","2203941412864","True","Normal","63827968","63827968","00:00:01.0312500","ShellExperienceHost","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:13",,"System.Diagnostics.ProcessThreadCollection","00:00:03","00:00:01.9687500","615849984","2203934072832","False",,,,"62943232","62943232",,
"sihost","2","594","2203481616384","55226368","7307264","17784","c:\windows\system32\sihost.exe","Microsoft Corporation","14.78125","10.0.17134.1 (WinBuild.160101.0800)","10.0.17134.1","Shell Infrastructure Host","Microsoft? Windows? Operating System","Process","8",,"False",,"4568","Microsoft.Win32.SafeHandles.SafeProcessHandle","594","14188",".","0","","System.Diagnostics.ProcessModule (sihost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","17784","17784","7307264","7307264","249016","249016","7397376","7397376","55586816","55586816","171855872","2203490078720","True","Normal","7307264","7307264","00:00:08.4843750","sihost","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:09",,"System.Diagnostics.ProcessThreadCollection","00:00:14.7812500","00:00:06.2968750","163393536","2203481616384","False",,,,"55226368","55226368",,
"SkypeApp","2","446","39558602752","3186688","28262400","38384","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.40.70.0_x64__kzf8qxf38zg5c\SkypeApp.exe","Microsoft Corporation","0.453125","8.40.0.70","8.40.0.70","SkypeApp","Microsoft Skype","Process","8",,"False",,"4916","Microsoft.Win32.SafeHandles.SafeProcessHandle","446","10360",".","0","","System.Diagnostics.ProcessModule (SkypeApp.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","38384","38384","28262400","28262400","505400","505400","28516352","28516352","49315840","49315840","907042816","39561748480","True","Normal","28262400","28262400","00:00:00.3437500","SkypeApp","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:16",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4531250","00:00:00.1093750","903897088","39558602752","False",,,,"3186688","3186688",,
"SkypeBackgroundHost","2","171","2203422756864","10412032","2150400","8832","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.40.70.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe","Microsoft Corporation","0.078125","8.40.0.70","8.40.0.70","Microsoft Skype","Microsoft? Skype","Process","8",,"False",,"4188","Microsoft.Win32.SafeHandles.SafeProcessHandle","171","12344",".","0","","System.Diagnostics.ProcessModule (SkypeBackgroundHost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8832","8832","2150400","2150400","128008","128008","2306048","2306048","12275712","12275712","108744704","2203426967552","True","Normal","2150400","2150400","00:00:00.0625000","SkypeBackgroundHost","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:15",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0156250","104534016","2203422756864","False",,,,"10412032","10412032",,
"smss","0","52","2203360153600","1515520","536576","3224",,,"0.140625",,,,,"Process","11",,,,,,"52","544",".","0","",,,,,"3224","3224","536576","536576","12920","12920","606208","606208","1622016","1622016","62636032","2203380858880",,,"536576","536576","00:00:00.1406250","smss",,"True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:05",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00","41930752","2203360153600","False",,,,"1515520","1515520",,
"spoolsv","0","471","2203425628160","10022912","6606848","29984","C:\WINDOWS\System32\spoolsv.exe","Microsoft Corporation","1.171875","10.0.17134.641 (WinBuild.160101.0800)","10.0.17134.641","Application sous-syst?me spouleur","Syst?me d?exploitation Microsoft? Windows?","Process","8",,"False",,"4300","Microsoft.Win32.SafeHandles.SafeProcessHandle","471","3820",".","0","","System.Diagnostics.ProcessModule (spoolsv.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","29984","29984","6606848","6606848","146608","146608","7462912","7462912","17575936","17575936","112328704","2203430551552","True","Normal","6606848","6606848","00:00:00.8125000","spoolsv","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:15",,"System.Diagnostics.ProcessThreadCollection","00:00:01.1718750","00:00:00.3593750","107405312","2203425628160","False",,,,"10022912","10022912",,
"Spotify","2","453","579702784","155602944","187375616","67072","C:\Users\White-Hat-Gamer\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","39.609375","1.1.0.237","1.1.0.237","Spotify","Spotify","Process","4",,"False",,"4920","Microsoft.Win32.SafeHandles.SafeProcessHandle","453","10976",".","0","","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","67072","67072","187375616","187375616","603376","603376","215568384","215568384","249356288","249356288","612831232","612831232","True","Idle","187375616","187375616","00:00:02.8437500","Spotify","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 18:43:53",,"System.Diagnostics.ProcessThreadCollection","00:00:39.6093750","00:00:36.7656250","579702784","579702784","False",,,,"155602944","155602944",,
"Spotify","2","581","749338624","70750208","82841600","50616","C:\Users\White-Hat-Gamer\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","13.15625","1.1.0.237","1.1.0.237","Spotify","Spotify","Process","8",,"False",,"4716","Microsoft.Win32.SafeHandles.SafeProcessHandle","581","11836",".","0","","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","50616","50616","82841600","82841600","648456","648456","436137984","436137984","147767296","147767296","903847936","903847936","True","Normal","82841600","82841600","00:00:04.1406250","Spotify","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 18:43:53",,"System.Diagnostics.ProcessThreadCollection","00:00:13.1562500","00:00:09.0156250","749338624","749338624","False",,,,"70750208","70750208",,
"Spotify","2","334","270565376","15908864","33673216","33344","C:\Users\White-Hat-Gamer\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","0.296875","1.1.0.237","1.1.0.237","Spotify","Spotify","Process","8",,"False",,"4908","Microsoft.Win32.SafeHandles.SafeProcessHandle","334","12280",".","0","","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33344","33344","33673216","33673216","460960","460960","56635392","56635392","63139840","63139840","274759680","274759680","True","Normal","33673216","33673216","00:00:00.1406250","Spotify","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 18:43:52",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2968750","00:00:00.1562500","270565376","270565376","False",,,,"15908864","15908864",,
"Spotify","2","1367","533180416","98607104","110436352","94400","C:\Users\White-Hat-Gamer\AppData\Roaming\Spotify\Spotify.exe","Spotify Ltd","61.46875","1.1.0.237","1.1.0.237","Spotify","Spotify","Process","8",,"False",,"5116","Microsoft.Win32.SafeHandles.SafeProcessHandle","1367","12676",".","69266","Imagine Dragons - Warriors","System.Diagnostics.ProcessModule (Spotify.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","94400","94400","110436352","110436352","763160","763160","115560448","115560448","147947520","147947520","571920384","571920384","True","Normal","110436352","110436352","00:00:22.6250000","Spotify","255","True","2","System.Diagnostics.ProcessStartInfo","03/03/2019 18:43:51",,"System.Diagnostics.ProcessThreadCollection","00:01:01.4687500","00:00:38.8437500","533180416","533180416","False",,,,"98607104","98607104",,
"svchost","0","84","2203377856512","10326016","1028096","5160","c:\windows\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4480","Microsoft.Win32.SafeHandles.SafeProcessHandle","84","716",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","5160","5160","1028096","1028096","41088","41088","1245184","1245184","10715136","10715136","62255104","2203380477952","True","Normal","1028096","1028096","00:00:00.0156250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","59633664","2203377856512","False",,,,"10326016","10326016",,
